
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
Sealed Graffiti | Fart (Violent Violet)
Souvenir P250 | Black & Tan (Battle-Scarred)
Sticker | s1mple | Krakow 2017
StatTrak™ PP-Bizon | Blue Streak (Field-Tested)
Dual Berettas | Twin Turbo (Field-Tested)
Dual Berettas | Dezastre (Factory New)
PP-Bizon | Water Sigil (Minimal Wear)
Sticker | Boost (Holo)
Sticker | Shave Master
Sticker | Basilisk
Sealed Graffiti | God of Fortune
Sticker | Freeze (Lenticular)
Galil AR | Chatterbox (Well-Worn)
Sticker | JDC (Holo) | Rio 2022
StatTrak™ SCAR-20 | Green Marine (Factory New)
Sealed Graffiti | Broken Heart (Tiger Orange)
StatTrak™ M4A1-S | Mecha Industries (Field-Tested)
StatTrak™ MP7 | Abyssal Apparition (Minimal Wear)
Sticker | Virtus.Pro | DreamHack 2014
Sticker | max (Holo) | Rio 2022
M4A1-S | Control Panel (Well-Worn)
StatTrak™ M249 | Deep Relief (Minimal Wear)
Sticker | Lucky 13 (Foil)
Desert Eagle | Mecha Industries (Battle-Scarred)
Patch | Bayonet Frog
StatTrak™ MAG-7 | Petroglyph (Factory New)
Sealed Graffiti | BOOM (Dust Brown)
StatTrak™ AWP | Neo-Noir (Factory New)
Tec-9 | Toxic (Battle-Scarred)
Sticker | Snappi (Gold) | Antwerp 2022
Sealed Graffiti | North | Boston 2018
StatTrak™ PP-Bizon | Jungle Slipstream (Battle-Scarred)
USP-S | Torque (Battle-Scarred)
USP-S | Blueprint (Well-Worn)
Souvenir CZ75-Auto | Nitro (Minimal Wear)
PP-Bizon | Chemical Green (Factory New)
P2000 | Panther Camo (Field-Tested)
Sticker | FL1T (Gold, Champion) | Rio 2022
Souvenir P90 | Fallout Warning (Battle-Scarred)
Sticker | Hobbit | Atlanta 2017
MP9 | Starlight Protector (Battle-Scarred)
Glock-18 | Red Tire (Minimal Wear)
Souvenir AWP | Acheron (Field-Tested)
Patch | FaZe Clan | Stockholm 2021
Sticker | ENCE (Foil) | Stockholm 2021
Sticker | Tyloo (Foil) | Stockholm 2021
Sticker | Sticker Bomb Surf K (Foil)
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred)
Desert Eagle | Code Red (Battle-Scarred)
Sealed Graffiti | Recoil PP-Bizon (Cash Green)
StatTrak™ Music Kit | Tim Huling, Neo Noir
Sealed Graffiti | Kiss (Shark White)
Sealed Graffiti | Fart (Brick Red)
Sealed Graffiti | Shining Star (Brick Red)
Sealed Graffiti | NT (Jungle Green)
Berlin 2019 Train Souvenir Package
Sticker | dephh (Gold) | Berlin 2019
Souvenir SG 553 | Gator Mesh (Battle-Scarred)
Sticker | ZywOo (Foil) | Katowice 2019
Sticker | Summer | Katowice 2019
Sticker | compLexity Gaming | London 2018
StatTrak™ Dual Berettas | Shred (Minimal Wear)
Sticker | suNny | Boston 2018
Sticker | FaZe Clan (Holo) | Boston 2018
Sealed Graffiti | Team EnVyUs | Boston 2018
StatTrak™ SG 553 | Phantom (Well-Worn)
Sticker | Virtus.Pro (Holo) | Krakow 2017
StatTrak™ MP7 | Special Delivery (Minimal Wear)
SCAR-20 | Cardiac (Minimal Wear)
CZ75-Auto | Poison Dart (Factory New)
AUG | Chameleon (Field-Tested)
AWP | Snake Camo (Field-Tested)
Sawed-Off | The Kraken (Factory New)
StatTrak™ AK-47 | Neon Revolution (Field-Tested)
Souvenir AUG | Sand Storm (Factory New)
Sealed Graffiti | Question Mark (Battle Green)
StatTrak™ P250 | Muertos (Minimal Wear)
CZ75-Auto | Yellow Jacket (Minimal Wear)
StatTrak™ Negev | dev_texture (Battle-Scarred)
SSG 08 | Carbon Fiber (Minimal Wear)
XM1014 | Tranquility (Field-Tested)
Nova | Plume (Minimal Wear)
MP9 | Hydra (Well-Worn)
Death Sentence Pin
Sticker | sico (Holo) | Antwerp 2022
StatTrak™ FAMAS | Djinn (Field-Tested)
Dual Berettas | Demolition (Battle-Scarred)
Sticker | Happy | Cluj-Napoca 2015
Patch | City 17
StatTrak™ PP-Bizon | Fuel Rod (Well-Worn)
Sealed Graffiti | Non-Veg
Sticker | gxx- (Holo) | Rio 2022
P2000 | Obsidian (Minimal Wear)
Sticker | Bish (Holo)
Desert Eagle | Printstream (Battle-Scarred)
Souvenir AUG | Carved Jade (Factory New)
Sealed Graffiti | Grimace (War Pig Pink)
Sealed Graffiti | Smarmy (Shark White)
Music Kit | Robert Allaire, Insurgency
Souvenir P90 | Facility Negative (Factory New)
Sealed Graffiti | BOOM (Violent Violet)
Sealed Graffiti | Puke (Bazooka Pink)
StatTrak™ P90 | Shallow Grave (Minimal Wear)
★ Bayonet | Doppler (Factory New)
Sticker | Astralis (Holo) | Atlanta 2017
Souvenir Tec-9 | VariCamo (Factory New)
Sticker | device | Boston 2018
Sticker | Flipsid3 Tactics (Holo) | Boston 2018
Tec-9 | Rust Leaf (Factory New)
StatTrak™ Music Kit | Daniel Sadowski, The 8-Bit Kit
StatTrak™ FAMAS | Macabre (Field-Tested)
StatTrak™ MAG-7 | Heaven Guard (Well-Worn)
PP-Bizon | Cobalt Halftone (Factory New)
Sticker | ANGE1 (Gold) | Berlin 2019
StatTrak™ CZ75-Auto | Poison Dart (Minimal Wear)
Sealed Graffiti | BIG | Boston 2018
Souvenir AK-47 | Safari Mesh (Battle-Scarred)
StatTrak™ P90 | Trigon (Field-Tested)
Sticker | MIBR (Gold) | Antwerp 2022
Sticker | PAC AI
Patch | ENCE | Stockholm 2021
StatTrak™ FAMAS | ZX Spectron (Well-Worn)
PP-Bizon | Seabird (Field-Tested)
SCAR-20 | Magna Carta (Battle-Scarred)
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested)
Lambda Pin
Sealed Graffiti | Kiss (Jungle Green)
Sealed Graffiti | Chef Kiss (Violent Violet)
Sealed Graffiti | OMG (Brick Red)
Sealed Graffiti | Little Bock (Wire Blue)
Sealed Graffiti | Dizzy (Tiger Orange)
Sealed Graffiti | Shining Star (Frog Green)
Sealed Graffiti | Goofy (Tiger Orange)
Sticker | Lucky (Foil) | Katowice 2019
Sticker | G2 Esports (Holo) | Katowice 2019
Sticker | Golden (Foil) | Katowice 2019
Sticker | Space Soldiers | London 2018
Sticker | FalleN | Boston 2018
Sticker | tabseN | Boston 2018
Sticker | mousesports | Boston 2018
Sticker | wayLander | Krakow 2017
Sticker | innocent | Krakow 2017
UMP-45 | Metal Flowers (Field-Tested)
Autograph Capsule | Natus Vincere | Atlanta 2017
Sticker | Zeus | Cologne 2016
MLG Columbus 2016 Mirage Souvenir Package
Sticker | Fnatic (Foil) | MLG Columbus 2016
Sticker | GeT_RiGhT | MLG Columbus 2016
Sticker | Counter Logic Gaming (Holo) | MLG Columbus 2016
Sticker | EliGE | MLG Columbus 2016
Negev | Power Loader (Factory New)
Sticker | Natus Vincere (Foil) | Cluj-Napoca 2015
SSG 08 | Big Iron (Factory New)
StatTrak™ MAG-7 | Cobalt Core (Minimal Wear)
StatTrak™ SG 553 | Cyrex (Well-Worn)
Sticker | HellRaisers | Katowice 2015
Sticker | Chicken Strike
StatTrak™ Glock-18 | Grinder (Field-Tested)
AUG | Radiation Hazard (Well-Worn)
Sawed-Off | Rust Coat (Minimal Wear)
P90 | Desert Warfare (Minimal Wear)
StatTrak™ Nova | Rising Skull (Minimal Wear)
SG 553 | Gator Mesh (Minimal Wear)
SSG 08 | Tropical Storm (Minimal Wear)
StatTrak™ P250 | Contaminant (Well-Worn)
MP7 | Nemesis (Field-Tested)
Sticker | Toxic (Foil)
Sealed Graffiti | Cloud9 | Krakow 2017
Sticker | NEOFRAG (Holo) | Rio 2022
Sealed Graffiti | Dizzy (Tracer Yellow)
StatTrak™ MAG-7 | Monster Call (Factory New)
StatTrak™ P250 | X-Ray (Field-Tested)
SCAR-20 | Crimson Web (Battle-Scarred)
Sealed Graffiti | Dead Now (Jungle Green)
MAC-10 | Heat (Factory New)
Five-SeveN | Boost Protocol (Well-Worn)
StatTrak™ Desert Eagle | Conspiracy (Field-Tested)
Sticker | Vega Squadron (Foil) | Katowice 2019
StatTrak™ Nova | Gila (Field-Tested)
Sticker | fitch | Boston 2018
Sealed Graffiti | Dizzy (SWAT Blue)
StatTrak™ G3SG1 | Demeter (Battle-Scarred)
Sticker | Zeus (Gold) | Berlin 2019
SG 553 | Traveler (Field-Tested)
Sticker | MTS GameGod Wolf (Holo) | Cologne 2014
SSG 08 | Parallax (Well-Worn)
StatTrak™ G3SG1 | Keeping Tabs (Factory New)
P250 | Visions (Battle-Scarred)
Souvenir Negev | Bulkhead (Well-Worn)
Sticker | Sneaky Beaky Dept. (Holo)
Dual Berettas | Urban Shock (Battle-Scarred)
StatTrak™ AUG | Syd Mead (Minimal Wear)
Sticker | degster (Holo) | Rio 2022
Sticker | coldzera (Holo) | Rio 2022
Souvenir USP-S | Royal Blue (Battle-Scarred)
SG 553 | Integrale (Well-Worn)
Sticker | yuurih (Gold) | Stockholm 2021
Patch | Virtus.Pro | Stockholm 2021
Sticker | Lore Poison Frog (Foil)
Five-SeveN | Withered Vine (Battle-Scarred)
Sealed Graffiti | Recoil CZ-75 (Tracer Yellow)
Sealed Graffiti | Recoil FAMAS (Dust Brown)
Tec-9 | Blast From the Past (Minimal Wear)
Sealed Graffiti | Recoil XM1014 (Monster Purple)
StatTrak™ Music Kit | Austin Wintory, Bachram
Patch | Easy Peasy
Sealed Graffiti | BOOM (Bazooka Pink)
Sticker | somebody (Foil) | Berlin 2019
Sticker | Aerial (Foil) | Katowice 2019
Sticker | crush | Katowice 2019
Sticker | f0rest | London 2018
Inferno 2 Pin
Sticker | Retake Expert
Souvenir Tec-9 | Brass (Field-Tested)
Boston 2018 Cobblestone Souvenir Package
Sticker | Cloud9 (Holo) | Boston 2018
Sticker | Team EnVyUs | Boston 2018
Sticker | Zeus | Boston 2018
Sealed Graffiti | 100 Thieves | Boston 2018
Sticker | Mahjong Fa
Krakow 2017 Overpass Souvenir Package
Souvenir FAMAS | Styx (Field-Tested)
Sticker | SIXER | Atlanta 2017
Sealed Graffiti | Gambit Gaming | Atlanta 2017
StatTrak™ SG 553 | Triarch (Factory New)
Cologne 2016 Cobblestone Souvenir Package
Sticker | Counter Logic Gaming | Cologne 2016
Autograph Capsule | SK Gaming | Cologne 2016
StatTrak™ Dual Berettas | Cartel (Factory New)
Sticker | Windy Walking Club
StatTrak™ Glock-18 | Grinder (Field-Tested)
Sticker | ESL One Cologne 2014 (Red)
Souvenir SSG 08 | Blue Spruce (Field-Tested)
Huntsman Case Key
Souvenir P250 | Boreal Forest (Field-Tested)
StatTrak™ M4A1-S | Atomic Alloy (Minimal Wear)
AUG | Chameleon (Well-Worn)
StatTrak™ Glock-18 | Blue Fissure (Battle-Scarred)
Five-SeveN | Nightshade (Well-Worn)
M4A4 | Desert Storm (Battle-Scarred)
Negev | CaliCamo (Field-Tested)
FAMAS | Contrast Spray (Battle-Scarred)
StatTrak™ MAG-7 | Memento (Field-Tested)
USP-S | Overgrowth (Minimal Wear)
Souvenir SSG 08 | Detour (Minimal Wear)
AK-47 | Case Hardened (Factory New)
Sealed Graffiti | Little Bock (Bazooka Pink)
Galil AR | Tornado (Factory New)
StatTrak™ PP-Bizon | Fuel Rod (Battle-Scarred)
Sealed Graffiti | Oops (Princess Pink)
Souvenir Galil AR | Amber Fade (Field-Tested)
Souvenir SSG 08 | Tropical Storm (Well-Worn)
Sticker | iM (Holo) | Rio 2022
Sticker | olofmeister | London 2018
Sticker | Jame (Holo) | Rio 2022
Sticker | Tyranids Ravener
FAMAS | Sergeant (Battle-Scarred)
Glock-18 | Bullet Queen (Well-Worn)
Souvenir SG 553 | Damascus Steel (Field-Tested)
StatTrak™ AK-47 | Asiimov (Field-Tested)
StatTrak™ MAC-10 | Ultraviolet (Well-Worn)
Souvenir MAC-10 | Amber Fade (Field-Tested)
Sealed Graffiti | FaZe Clan | Boston 2018
StatTrak™ Music Kit | Feed Me, High Noon
Sticker | Techno4K (Holo) | Rio 2022
StatTrak™ Music Kit | bbno$, u mad!
Sticker | m0NESY (Holo) | Antwerp 2022
Sticker | m0NESY (Holo) | Antwerp 2022
StatTrak™ M4A1-S | Leaded Glass (Factory New)
Sealed Graffiti | Water Gun
Sticker | Splyce (Holo) | MLG Columbus 2016
Sticker | Miami Flick (Holo)
StatTrak™ MP5-SD | Condition Zero (Minimal Wear)
UMP-45 | Crime Scene (Minimal Wear)
MAG-7 | Justice (Factory New)
Souvenir MAG-7 | Bulldozer (Field-Tested)
XM1014 | Red Python (Battle-Scarred)
Sticker | hutji | Katowice 2019
Sticker | device | Krakow 2017
StatTrak™ AUG | Fleet Flock (Battle-Scarred)
Souvenir Tec-9 | Groundwater (Field-Tested)
Souvenir SG 553 | Fallout Warning (Well-Worn)
MAG-7 | Seabird (Factory New)
StatTrak™ XM1014 | Ziggy (Factory New)
MP7 | Guerrilla (Minimal Wear)
P2000 | Corticera (Field-Tested)
Souvenir Tec-9 | Toxic (Minimal Wear)
Sticker | dupreeh | Atlanta 2017
StatTrak™ UMP-45 | Exposure (Well-Worn)
Glock-18 | Sand Dune (Minimal Wear)
SCAR-20 | Cyrex (Field-Tested)
StatTrak™ M4A1-S | Bright Water (Field-Tested)
Sticker | boltz | Krakow 2017
Sticker | FL1T (Holo) | Antwerp 2022
Sticker | FURIA (Gold) | Antwerp 2022
FAMAS | Rapid Eye Movement (Factory New)
Sticker | paiN Gaming (Foil) | Stockholm 2021
XM1014 | Blue Tire (Battle-Scarred)
StatTrak™ MAG-7 | BI83 Spectrum (Battle-Scarred)
StatTrak™ Music Kit | Jesse Harlin, Astro Bellum
StatTrak™ Negev | dev_texture (Well-Worn)
Sealed Graffiti | Recoil AUG (Blood Red)
StatTrak™ G3SG1 | Digital Mesh (Minimal Wear)
P90 | Cocoa Rampage (Minimal Wear)
Tec-9 | Blast From the Past (Factory New)
StatTrak™ AWP | Capillary (Factory New)
Sawed-Off | Jungle Thicket (Battle-Scarred)
M249 | Jungle (Minimal Wear)
Sealed Graffiti | Smooch (Monarch Blue)
Negev | Boroque Sand (Factory New)
Sealed Graffiti | NT (Wire Blue)
Sealed Graffiti | Shining Star (Jungle Green)
SG 553 | Colony IV (Field-Tested)
Sealed Graffiti | Goofy (Shark White)
Sealed Graffiti | Little Crown (Monster Purple)
StatTrak™ FAMAS | Decommissioned (Factory New)
Sticker | DeadFox (Gold) | Berlin 2019
AUG | Momentum (Well-Worn)
Sticker | Lekr0 (Foil) | Katowice 2019
Sticker | kennyS | Katowice 2019
Sticker | compLexity Gaming (Foil) | London 2018
Sticker | NiKo (Foil) | London 2018
Sticker | chrisJ | Boston 2018
Sealed Graffiti | Cloud9 | Boston 2018
Sticker | kennyS | Krakow 2017
USP-S | Neo-Noir (Battle-Scarred)
StatTrak™ Glock-18 | Ironwork (Factory New)
StatTrak™ Music Kit | Neck Deep, Life's Not Out To Get You
Sticker | Hippocamp (Holo)
Sticker | JW | Cologne 2016
Sticker | Team EnVyUs | Cologne 2016
Sticker | Xyp9x | MLG Columbus 2016
Sticker | JW | MLG Columbus 2016
Sticker | Team EnVyUs (Holo) | MLG Columbus 2016
Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015
Sticker | mousesports (Foil) | Cologne 2015
StatTrak™ M4A1-S | Atomic Alloy (Battle-Scarred)
StatTrak™ SG 553 | Cyrex (Minimal Wear)
Music Kit | Daniel Sadowski, Total Domination
Sticker | Fnatic | DreamHack 2014
Sticker | Work For Ammo
Sticker | iBUYPOWER | DreamHack 2014
XM1014 | Tranquility (Minimal Wear)
XM1014 | Bone Machine (Minimal Wear)
Sticker | Natus Vincere (Holo) | Cologne 2014
StatTrak™ MAC-10 | Tatter (Minimal Wear)
StatTrak™ PP-Bizon | Antique (Minimal Wear)
SG 553 | Pulse (Battle-Scarred)
P2000 | Red FragCam (Well-Worn)
FAMAS | Spitfire (Field-Tested)
M249 | Magma (Field-Tested)
SG 553 | Tornado (Minimal Wear)
AWP | Neo-Noir (Well-Worn)
StatTrak™ M4A4 | 龍王 (Dragon King) (Minimal Wear)
Sealed Graffiti | Hotpot
M4A1-S | Mecha Industries (Factory New)
StatTrak™ USP-S | Cortex (Factory New)
P250 | Visions (Well-Worn)
Sticker | 00 Nation (Gold) | Rio 2022
XM1014 | XOXO (Well-Worn)
StatTrak™ P250 | Nevermore (Minimal Wear)
XM1014 | Red Python (Minimal Wear)
StatTrak™ Negev | Loudmouth (Battle-Scarred)
Sticker | compLexity Gaming (Holo) | London 2018
AK-47 | The Empress (Factory New)
Souvenir USP-S | Check Engine (Minimal Wear)
Sticker | Flipsid3 Tactics | Boston 2018
Sealed Graffiti | Hotpot
M4A1-S | Mecha Industries (Factory New)
StatTrak™ USP-S | Cortex (Factory New)
P250 | Visions (Well-Worn)
Sticker | 00 Nation (Gold) | Rio 2022
XM1014 | XOXO (Well-Worn)
StatTrak™ P250 | Nevermore (Minimal Wear)
XM1014 | Red Python (Minimal Wear)
StatTrak™ Negev | Loudmouth (Battle-Scarred)
Sticker | compLexity Gaming (Holo) | London 2018
AK-47 | The Empress (Factory New)
Souvenir USP-S | Check Engine (Minimal Wear)
Sticker | Flipsid3 Tactics | Boston 2018
StatTrak™ AK-47 | Legion of Anubis (Factory New)
Sticker | Gambit (Holo) | Krakow 2017
Sealed Graffiti | Dizzy (Jungle Green)
Patch | Black Mesa
P250 | Dark Filigree (Field-Tested)
MP7 | Guerrilla (Factory New)
Sticker | HellRaisers (Foil) | Katowice 2019
Nova | Ranger (Minimal Wear)
Sealed Graffiti | Toy Tiger
Sticker | Team Liquid (Gold) | Rio 2022
Sticker | Piece Of Cake
Patch | Lambda
Sticker | f0rest | Cluj-Napoca 2015
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred)
StatTrak™ Tec-9 | Cut Out (Field-Tested)
USP-S | Kill Confirmed (Minimal Wear)
StatTrak™ CZ75-Auto | Pole Position (Well-Worn)
Sealed Graffiti | Shining Star (Monster Purple)
StatTrak™ MP9 | Starlight Protector (Field-Tested)
StatTrak™ XM1014 | Teclu Burner (Field-Tested)
Sealed Graffiti | OMG (Monster Purple)
USP-S | Printstream (Minimal Wear)
Sticker | Imperial Esports (Gold) | Antwerp 2022
Sealed Graffiti | Dizzy (Wire Blue)
Music Kit | Knock2, dashstar*
StatTrak™ P90 | Desert Warfare (Factory New)
StatTrak™ P250 | Muertos (Factory New)
Sticker | pashaBiceps | London 2018
Sticker | bondik | MLG Columbus 2016
StatTrak™ M4A4 | Cyber Security (Field-Tested)
★ Driver Gloves | Rezan the Red (Field-Tested)
Souvenir MAC-10 | Candy Apple (Field-Tested)
Sealed Graffiti | Rly (Bazooka Pink)
Five-SeveN | Hot Shot (Factory New)
Sticker | Pandamonium
Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015
Sealed Graffiti | Recoil XM1014 (Violent Violet)
Sealed Graffiti | Shining Star (Princess Pink)
Sticker | Jame (Holo) | Antwerp 2022
Sticker | gob b | London 2018
AWP | Wildfire (Minimal Wear)
UMP-45 | Primal Saber (Battle-Scarred)
Sticker | Vitality (Gold) | Antwerp 2022
Sticker | rox (Holo) | Antwerp 2022
Sticker | es3tag (Holo) | Antwerp 2022
StatTrak™ MP7 | Bloodsport (Battle-Scarred)
Souvenir R8 Revolver | Night (Factory New)
StatTrak™ M4A4 | Spider Lily (Well-Worn)
Glock-18 | Snack Attack (Minimal Wear)
Sticker | Watermelon Tier6 (Holo)
UMP-45 | Mechanism (Minimal Wear)
AUG | Spalted Wood (Minimal Wear)
StatTrak™ Glock-18 | Vogue (Battle-Scarred)
Sealed Graffiti | Recoil MP7 (Tiger Orange)
Sealed Graffiti | Recoil XM1014 (Brick Red)
Sealed Graffiti | Recoil CZ-75 (Brick Red)
UMP-45 | Houndstooth (Well-Worn)
UMP-45 | Gold Bismuth (Factory New)
USP-S | Ancient Visions (Factory New)
UMP-45 | Gold Bismuth (Field-Tested)
Music Kit | Austin Wintory, Bachram
StatTrak™ MAC-10 | Disco Tech (Well-Worn)
PP-Bizon | Seabird (Battle-Scarred)
Sealed Graffiti | Smarmy (Battle Green)
P250 | Dark Filigree (Minimal Wear)
Sealed Graffiti | Grimace (Princess Pink)
Sealed Graffiti | Applause (Blood Red)
Sticker | malta (Foil) | Berlin 2019
Sticker | What What
Sticker | Jame (Foil) | Katowice 2019
Sticker | dexter | Katowice 2019
Tec-9 | Remote Control (Well-Worn)
Souvenir Sawed-Off | Rust Coat (Battle-Scarred)
Sticker | GuardiaN (Foil) | London 2018
Sticker | Natus Vincere (Holo) | London 2018
StatTrak™ MP7 | Bloodsport (Minimal Wear)
Sticker | Vega Squadron (Holo) | Boston 2018
Sticker | electronic | Krakow 2017
StatTrak™ UMP-45 | Metal Flowers (Field-Tested)
UMP-45 | Metal Flowers (Minimal Wear)
Sticker | Gambit Gaming (Holo) | Atlanta 2017
Sticker | Flipsid3 Tactics | Cologne 2016
Nuke Pin
StatTrak™ Galil AR | Firefight (Factory New)
StatTrak™ Five-SeveN | Triumvirate (Field-Tested)
Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015
Sticker | flusha | Cluj-Napoca 2015
Nuke Pin
StatTrak™ Galil AR | Firefight (Factory New)
Sticker | bondik | MLG Columbus 2016
StatTrak™ Five-SeveN | Triumvirate (Field-Tested)
Sticker | Team EnVyUs (Foil) | Cluj-Napoca 2015
Sticker | flusha | Cluj-Napoca 2015
Music Kit | New Beat Fund, Sponge Fingerz
G3SG1 | Flux (Minimal Wear)
StatTrak™ Galil AR | Stone Cold (Well-Worn)
Sticker | GeT_RiGhT (Foil) | Cologne 2015
Sticker | PENTA Sports  | Katowice 2015
Sticker | Robo
G3SG1 | Contractor (Well-Worn)
Dual Berettas | Marina (Well-Worn)
USP-S | Dark Water (Field-Tested)
P90 | Fallout Warning (Minimal Wear)
P90 | Death by Kitty (Minimal Wear)
MP9 | Dry Season (Minimal Wear)
SSG 08 | Spring Twilly (Well-Worn)
M4A4 | Buzz Kill (Well-Worn)
Sticker | Team Liquid (Foil) | Berlin 2019
StatTrak™ P250 | Inferno (Factory New)
StatTrak™ AUG | Ricochet (Well-Worn)
Sticker | ropz (Holo) | Rio 2022
Sticker | Till Death Do Us Part
StatTrak™ M4A4 | Neo-Noir (Well-Worn)
StatTrak™ Tec-9 | Brother (Factory New)
Sawed-Off | Irradiated Alert (Well-Worn)
Sealed Graffiti | OMG (War Pig Pink)
Sticker | Luck Skill (Foil)
Sticker | Camper (Foil)
XM1014 | Banana Leaf (Battle-Scarred)
StatTrak™ MAC-10 | Rangeen (Well-Worn)
Sticker | flusha | Cologne 2015
Sticker | f0rest (Foil) | Katowice 2019
Patch | Crazy Banana
Sticker | dupreeh (Holo) | Rio 2022
Sticker | fer (Holo) | Rio 2022
Sticker | Cloud9 (Gold) | Rio 2022
StatTrak™ Dual Berettas | Flora Carnivora (Factory New)
Sealed Graffiti | 200 IQ (War Pig Pink)
Sticker | Ocean Sunset Skill Surf (Holo)
Sealed Graffiti | Ivette
P2000 | Obsidian (Field-Tested)
Initiators Music Kit Box
Sticker | mou | Boston 2018
Victory Pin
StatTrak™ G3SG1 | High Seas (Minimal Wear)
StatTrak™ AWP | Elite Build (Field-Tested)
Sticker | s1mple (Holo) | Antwerp 2022
Sticker | xseveN (Foil) | Katowice 2019
AWP | Chromatic Aberration (Factory New)
Sticker | shroud | Cologne 2015
Sealed Graffiti | Fnatic | Boston 2018
Sticker | Small Arms
StatTrak™ M4A1-S | Decimator (Battle-Scarred)
Souvenir MAC-10 | Candy Apple (Field-Tested)
StatTrak™ Dual Berettas | Melondrama (Minimal Wear)
M4A1-S | Cyrex (Well-Worn)
StatTrak™ FAMAS | Djinn (Well-Worn)
MAG-7 | BI83 Spectrum (Factory New)
Souvenir MP9 | Setting Sun (Well-Worn)
Sealed Graffiti | Little Bock (Brick Red)
Sticker | sergej (Foil) | Katowice 2019
StatTrak™ MP7 | Cirrus (Well-Worn)
Sticker | Keoz (Holo) | Rio 2022
StatTrak™ MP9 | Goo (Well-Worn)
Sticker | b1t (Holo) | Antwerp 2022
Sticker | refrezh (Holo) | Antwerp 2022
Sticker | Magisk (Holo) | Antwerp 2022
Patch | Gambit Gaming (Gold) | Stockholm 2021
Patch | Sunset Wave
MAC-10 | Strats (Well-Worn)
AUG | Sand Storm (Factory New)
SG 553 | Desert Blossom (Minimal Wear)
MAC-10 | Stalker (Field-Tested)
StatTrak™ AWP | Exoskeleton (Battle-Scarred)
M4A4 | Cyber Security (Minimal Wear)
Sealed Graffiti | Recoil MP9 (Wire Blue)
Sealed Graffiti | Recoil MAC-10 (Tracer Yellow)
Sealed Graffiti | Recoil MP9 (SWAT Blue)
Sealed Graffiti | Recoil MP9 (Frog Green)
Sealed Graffiti | Recoil MP7 (Princess Pink)
StatTrak™ MP5-SD | Acid Wash (Minimal Wear)
Sealed Graffiti | OMG (Wire Blue)
SG 553 | Candy Apple (Battle-Scarred)
Sealed Graffiti | Shining Star (Tiger Orange)
Sealed Graffiti | Fart (Monarch Blue)
StatTrak™ Dual Berettas | Elite 1.6 (Well-Worn)
Souvenir PP-Bizon | Brass (Field-Tested)
Sticker | Ethan (Foil) | Katowice 2019
Sticker | BnTeT | Katowice 2019
StatTrak™ Galil AR | Signal (Well-Worn)
MP5-SD | Phosphor (Well-Worn)
Sticker | cajunb | London 2018
Sticker | dupreeh | London 2018
Sticker | Skadoodle (Foil) | London 2018
Galil AR | Crimson Tsunami (Battle-Scarred)
Sticker | s1mple | Atlanta 2017
Sticker | ELEAGUE (Holo) | Atlanta 2017
G3SG1 | Contractor (Battle-Scarred)
StatTrak™ P90 | Desert Warfare (Minimal Wear)
StatTrak™ Sawed-Off | Orange DDPAT (Field-Tested)
Galil AR | Sandstorm (Well-Worn)
P90 | Glacier Mesh (Minimal Wear)
G3SG1 | Arctic Camo (Field-Tested)
Souvenir SSG 08 | Hand Brake (Minimal Wear)
StatTrak™ R8 Revolver | Crazy 8 (Factory New)
XM1014 | Tranquility (Factory New)
Sticker | broky (Holo) | Antwerp 2022
Sealed Graffiti | Shaolin
StatTrak™ Glock-18 | Catacombs (Battle-Scarred)
StatTrak™ P250 | Cyber Shell (Factory New)
Sealed Graffiti | Unicorn
Sealed Graffiti | R.I.P.I.P.
Sticker | Knives Out
Desert Eagle | Ocean Drive (Battle-Scarred)
Sticker | NEO | Atlanta 2017
Shadow Case Key
Souvenir SG 553 | Damascus Steel (Well-Worn)
StatTrak™ Glock-18 | Weasel (Factory New)
StatTrak™ USP-S | Black Lotus (Factory New)
StatTrak™ Dual Berettas | Melondrama (Field-Tested)
FAMAS | Macabre (Battle-Scarred)
StatTrak™ UMP-45 | Momentum (Field-Tested)
StatTrak™ Music Kit | Chipzel, ~Yellow Magic~
StatTrak™ MAC-10 | Disco Tech (Minimal Wear)
UMP-45 | Momentum (Well-Worn)
Sticker | fer | Boston 2018
Sticker | Let's Roll-oll (Holo)
Sealed Graffiti | Dizzy (War Pig Pink)
Sticker | hampus (Holo) | Antwerp 2022
Sticker | DreamHack Winter 2014
AWP | Corticera (Factory New)
StatTrak™ M4A4 | Evil Daimyo (Battle-Scarred)
Sawed-Off | The Kraken (Minimal Wear)
MAC-10 | Stalker (Battle-Scarred)
ESL One Katowice 2015 Challengers (Holo/Foil)
Sticker | buster (Gold) | Antwerp 2022
P90 | Asiimov (Factory New)
P2000 | Pathfinder (Factory New)
Sticker | TACO | Cologne 2016
Sticker | Flickshot
AUG | Torque (Well-Worn)
Sticker | Miami Flow (Holo)
Sealed Graffiti | Wings
Music Kit | Austin Wintory, Mocha Petal
Sticker | ISSAA (Foil) | London 2018
StatTrak™ Dual Berettas | Retribution (Factory New)
